rent_approval_date,town,block,street_name,flat_type,predicted_monthly_rent
2022-03,ang mo kio,462,Ang Mo Kio Avenue 10,2,1805.13916015625
2022-01,bukit merah,86,Redhill Close,2,2370.74267578125
2023-05,bukit panjang,502,Jelapang Road,3,3288.985595703125
2023-06,queenstown,18,ghim moh road,1,2662.948974609375
2023-06,sengkang,267a,Compassvale Link,3,2925.731689453125
2023-06,choa chu kang,212,choa chu kang central,3,2650.331787109375
2022-04,sembawang,510b,wellington circle,4,2747.76806640625
2021-05,punggol,109a,edgedale plains,4,1993.06640625
2021-05,hougang,511,hougang avenue 10,2,1799.4324951171875
2023-04,punggol,101d,punggol field,4,2555.900146484375
2021-04,hougang,836,hougang central,4,2560.086669921875
2022-02,toa payoh,105,potong pasir avenue 1,2,2062.37890625
2022-11,tampines,386,Tampines Street 32,4,3092.541259765625
2023-02,clementi,715,clementi west street 2,2,3100.311767578125
2022-09,ang mo kio,170,ang mo kio avenue 4,2,2491.560546875
2021-04,serangoon,225,Serangoon Avenue 4,3,2254.968017578125
2021-01,tampines,715,tampines street 71,3,2210.51025390625
2023-06,toa payoh,158,Lorong 1 Toa Payoh,2,2587.720947265625
2021-08,tampines,497b,tampines street 45,4,2232.56201171875
2021-09,sengkang,122d,rivervale drive,4,2189.66796875
2021-07,tampines,231,simei street 4,3,2441.8125
2022-08,punggol,212b,Punggol Walk,2,2091.357177734375
2023-01,woodlands,510,woodlands drive 14,5,2418.943603515625
2022-10,marine parade,43,marine crescent,4,3568.969970703125
2021-06,jurong west,987d,jurong west street 93,4,2405.31005859375
2022-03,woodlands,639,woodlands ring road,4,2638.451171875
2022-10,bukit merah,105,Bukit Purmei Road,2,2752.806884765625
2022-12,jurong west,658a,jurong west street 65,4,3541.389404296875
2021-11,central,334,kreta ayer road,3,2540.5986328125
2023-07,jurong east,23,teban gardens road,2,2760.6767578125
2023-04,woodlands,882,Woodlands Street 82,4,4177.494140625
2023-05,woodlands,693b,woodlands avenue 6,3,3659.53173828125
2022-11,tampines,163,Tampines Street 12,3,3174.1962890625
2022-06,choa chu kang,111,teck whye lane,2,1651.59814453125
2023-07,hougang,373,Hougang Street 31,4,3690.9619140625
2023-05,bishan,236,Bishan Street 22,3,3850.287109375
2022-08,bukit panjang,277,Bangkit Road,3,2355.0703125
2023-03,clementi,432,Clementi Avenue 3,2,3220.531494140625
2023-03,hougang,987c,Buangkok Green,2,2865.58544921875
2023-07,geylang,85,circuit road,2,2365.099853515625
2021-08,punggol,270b,Punggol Field,3,2335.013427734375
2021-11,choa chu kang,690b,choa chu kang crescent,5,1875.021484375
2022-06,punggol,105a,edgefield plains,3,2522.552490234375
2021-02,choa chu kang,236,Choa Chu Kang Central,4,2368.6953125
2023-07,clementi,602,clementi west street 1,2,3378.17236328125
2022-07,sengkang,195,rivervale drive,3,2764.494384765625
2022-03,bukit merah,8a,boon tiong road,3,3004.046142578125
2021-12,sengkang,320b,anchorvale drive,4,2348.267578125
2022-06,bukit batok,217,bukit batok street 21,2,2319.3681640625
2023-07,bedok,703,Bedok Reservoir Road,2,3093.27783203125
2021-02,jurong east,279,Toh Guan Road,3,2321.926513671875
2023-05,clementi,311c,Clementi Avenue 4,3,4133.107421875
2022-10,central,1f,cantonment road,4,4687.70263671875
2021-07,yishun,213,yishun street 21,4,2303.021240234375
2022-11,hougang,920,hougang street 91,3,3089.54248046875
2023-05,bishan,136,Bishan Street 12,3,3262.54345703125
2021-05,bukit panjang,458,segar road,3,2075.60107421875
2021-07,clementi,509,West Coast Drive,2,2057.467529296875
2022-04,kallang/whampoa,50,Dorset Road,2,2102.420654296875
2022-05,punggol,601a,punggol central,3,2107.892333984375
2022-02,jurong west,746,jurong west street 73,3,2199.462646484375
2021-07,pasir ris,422,Pasir Ris Drive 6,5,2692.73046875
2023-03,yishun,508a,yishun avenue 4,2,3285.173095703125
2021-08,tampines,347,Tampines Street 33,3,2311.094970703125
2022-01,choa chu kang,406,Choa Chu Kang Avenue 3,3,2099.68115234375
2022-01,bukit merah,25b,Jalan Membina,3,2921.74365234375
2021-04,geylang,11,Pine Close,3,2213.060791015625
2022-08,jurong east,247,jurong east street 24,2,2829.241455078125
2023-03,hougang,155,hougang street 11,3,2306.597412109375
2023-03,hougang,957,Hougang Street 91,4,3493.3427734375
2023-05,sengkang,154,rivervale crescent,3,2950.2783203125
2021-09,pasir ris,103,pasir ris street 12,4,2335.55224609375
2023-06,sengkang,309c,Anchorvale Road,3,3412.9169921875
2021-03,toa payoh,208,toa payoh north,3,2339.48828125
2021-06,ang mo kio,575,ang mo kio avenue 10,2,1903.818115234375
2023-07,punggol,602a,Punggol Central,3,3581.8623046875
2021-08,woodlands,653,Woodlands Ring Road,4,2213.404541015625
2023-03,kallang/whampoa,64,Kallang Bahru,2,2410.129638671875
2022-11,bedok,650,Jalan Tenaga,3,2980.959228515625
2022-08,clementi,420,clementi avenue 1,3,3453.435791015625
2021-02,toa payoh,173,Lorong 1 Toa Payoh,2,1996.3980712890625
2021-12,tampines,364,tampines street 34,4,2355.758544921875
2022-02,tampines,164,Tampines Street 12,3,2585.75439453125
2022-07,bukit batok,371,bukit batok street 31,3,2644.300537109375
2021-12,yishun,613,yishun street 61,3,2812.46923828125
2021-10,bishan,135,Bishan Street 12,4,2636.210205078125
2023-03,bukit panjang,181,jelebu road,4,3823.003662109375
2021-05,yishun,388,yishun ring road,3,2179.232666015625
2021-11,woodlands,717a,woodlands drive 70,2,2165.44580078125
2022-01,bukit merah,17,telok blangah crescent,3,2585.2119140625
2022-08,jurong west,925,Jurong West Street 92,2,2197.658935546875
2022-12,sengkang,157c,Rivervale Crescent,4,3713.664306640625
2021-03,bukit batok,504,bukit batok street 52,2,1781.0572509765625
2021-10,tampines,223,Tampines Street 24,2,1878.226318359375
2023-04,hougang,23,hougang avenue 3,3,2802.8359375
2023-02,bukit merah,25b,jalan membina,3,3378.60986328125
2023-01,kallang/whampoa,816,jellicoe road,4,4488.11669921875
2021-04,bukit merah,119,Bukit Merah View,2,2078.1708984375
2022-01,hougang,20,hougang avenue 3,2,1964.607421875
2022-12,tampines,405,Tampines Street 41,2,2483.578369140625
2023-03,clementi,702,West Coast Road,2,2920.302978515625
2022-01,choa chu kang,476c,Choa Chu Kang Avenue 5,2,2321.2744140625
2021-06,sembawang,302,canberra road,3,2056.159912109375
2021-11,hougang,425,hougang avenue 6,3,2378.11083984375
2023-03,bukit merah,25a,Jalan Membina,4,4453.892578125
2022-02,jurong west,841,jurong west street 81,5,2708.25390625
2023-02,choa chu kang,440,choa chu kang avenue 4,4,2372.697509765625
2021-03,yishun,620,Yishun Ring Road,3,1993.5390625
2022-02,jurong east,55,teban gardens road,2,1755.921630859375
2022-07,sembawang,418,Canberra Road,4,2718.401611328125
2022-10,ang mo kio,465,ang mo kio avenue 10,2,2972.74267578125
2022-03,sengkang,157b,rivervale crescent,4,2128.608154296875
2021-09,geylang,29,balam road,3,1998.884033203125
2022-08,jurong east,47,teban gardens road,3,3201.48046875
2022-12,woodlands,601,Woodlands Drive 42,3,2573.06640625
2022-06,jurong east,267,toh guan road,4,2799.28857421875
2021-08,choa chu kang,810a,Choa Chu Kang Avenue 7,3,2233.001220703125
2021-02,jurong west,635,jurong west street 65,4,2366.85009765625
2022-01,tampines,350,tampines street 33,4,2570.17919921875
2021-02,sengkang,120a,rivervale drive,5,2414.420166015625
2021-10,woodlands,894a,woodlands drive 50,3,1989.3660888671875
2023-03,toa payoh,26,Toa Payoh East,2,2469.647216796875
2022-11,kallang/whampoa,72,geylang bahru,2,2702.592529296875
2021-01,jurong west,689,Jurong West Central 1,4,2440.567138671875
2021-10,choa chu kang,284,choa chu kang avenue 3,3,2163.267822265625
2021-05,tampines,233,simei street 4,4,2459.6259765625
2021-07,pasir ris,607,Elias Road,5,2523.100830078125
2021-04,bukit merah,75b,redhill road,4,3205.28173828125
2021-03,geylang,32,Cassia Crescent,3,2350.218994140625
2023-07,marine parade,65,marine drive,2,3454.566162109375
2023-01,ang mo kio,256,ang mo kio avenue 4,2,3303.67431640625
2023-06,bukit panjang,220,petir road,2,2323.74365234375
2022-12,ang mo kio,235,ang mo kio avenue 3,2,2596.124267578125
2021-10,sengkang,159a,Rivervale Crescent,3,2215.28955078125
2023-07,choa chu kang,673a,choa chu kang crescent,4,2917.841796875
2021-12,jurong west,433,jurong west street 42,3,2400.07958984375
2021-07,clementi,518,west coast road,2,1826.563720703125
2023-06,bedok,125,bedok reservoir road,3,3620.63232421875
2022-03,choa chu kang,784,choa chu kang drive,4,2258.23291015625
2022-09,hougang,511,Hougang Avenue 10,2,2377.565673828125
2021-10,geylang,61,circuit road,2,2051.962646484375
2021-07,queenstown,168,stirling road,2,2054.965576171875
2022-01,bukit panjang,606,senja road,4,2371.84912109375
2021-11,kallang/whampoa,16,upper boon keng road,2,2128.580810546875
2021-05,hougang,980d,buangkok crescent,4,1962.77587890625
2021-05,kallang/whampoa,2b,Upper Boon Keng Road,4,2983.333740234375
2022-04,woodlands,12,Marsiling Lane,2,1783.2020263671875
2021-02,pasir ris,208,Pasir Ris Street 21,5,2414.3515625
2022-03,jurong west,989d,jurong west street 93,3,2300.86767578125
2022-02,serangoon,119,serangoon north avenue 1,5,2650.546142578125
2021-12,choa chu kang,223,Choa Chu Kang Central,4,2716.17431640625
2021-11,hougang,922,hougang street 91,3,2236.2021484375
2022-01,clementi,434,Clementi Avenue 3,2,2160.0322265625
2023-03,woodlands,339,woodlands avenue 1,5,4076.460205078125
2022-09,kallang/whampoa,64,kallang bahru,2,2358.264892578125
2022-01,tampines,163,simei road,3,2333.685546875
2022-08,pasir ris,530d,pasir ris drive 1,3,3350.328125
2023-02,toa payoh,156,lorong 1 toa payoh,3,3891.984375
2022-04,tampines,705,Tampines Street 71,4,2682.37841796875
2023-05,central,10,jalan kukoh,2,2760.954345703125
2022-05,toa payoh,173,lorong 1 toa payoh,2,1997.585693359375
2023-06,bedok,545,Bedok North Street 3,2,2656.893798828125
2021-07,sembawang,354b,Admiralty Drive,4,2023.284912109375
2022-03,yishun,767,yishun avenue 3,2,1914.76416015625
2021-09,bedok,146,Bedok Reservoir Road,3,2212.365234375
2021-01,woodlands,605,woodlands drive 42,3,2163.27099609375
2023-01,pasir ris,644,Pasir Ris Drive 10,5,3088.630615234375
2021-12,woodlands,572a,woodlands avenue 1,4,2770.33251953125
2022-09,bishan,103,bishan street 12,4,3466.5439453125
2021-07,queenstown,182,stirling road,3,3202.9208984375
2022-10,geylang,41,Sims Drive,2,2405.494873046875
2021-03,sengkang,322a,Anchorvale Drive,3,2213.257080078125
2021-07,punggol,101a,Punggol Field,4,2426.7578125
2021-08,marine parade,59,Marine Terrace,2,2057.68408203125
2021-06,bukit merah,106,bukit purmei road,2,2082.982177734375
2022-04,kallang/whampoa,57,Geylang Bahru,2,2269.021484375
2023-02,sembawang,407,sembawang drive,3,2587.232177734375
2021-10,geylang,99,Old Airport Road,2,1880.22900390625
2023-01,woodlands,12,marsiling lane,2,2074.084228515625
2022-10,ang mo kio,578,ang mo kio avenue 10,2,2134.330322265625
2021-12,tampines,723,tampines street 72,3,2410.489013671875
2022-12,bukit batok,293b,bukit batok street 21,4,3632.26171875
2022-05,jurong east,311,Jurong East Street 32,3,2663.42333984375
2022-01,woodlands,575,woodlands drive 16,3,2251.190673828125
2021-03,bedok,58,Chai Chee Drive,2,1789.2293701171875
2023-06,tampines,489a,tampines street 45,3,3913.53955078125
2022-03,kallang/whampoa,2c,Upper Boon Keng Road,3,2545.197265625
2023-04,punggol,110c,punggol field,4,3426.5322265625
2021-11,bukit merah,19,Cantonment Close,4,3136.213623046875
2022-11,punggol,167d,Punggol East,3,3374.380615234375
2022-10,ang mo kio,524,ang mo kio avenue 5,2,2951.733642578125
2021-03,serangoon,310,Serangoon Avenue 2,4,2310.796875
2021-10,pasir ris,107,pasir ris street 12,3,2062.096923828125
2023-07,clementi,457,clementi avenue 3,3,4158.72216796875
2023-03,queenstown,12,Holland Avenue,2,2800.654052734375
2021-12,bukit merah,114,Bukit Purmei Road,3,2771.329833984375
2022-11,tampines,864,tampines street 83,3,3051.16552734375
2021-05,ang mo kio,219,ang mo kio avenue 1,2,1828.8387451171875
2023-03,sengkang,122e,rivervale drive,4,2558.2587890625
2021-07,punggol,128d,punggol field walk,4,2338.314208984375
2021-05,jurong west,656b,Jurong West Street 61,4,2476.347412109375
2022-05,bukit batok,322,bukit batok street 33,3,2633.694580078125
2023-03,queenstown,167,Stirling Road,2,2123.083740234375
2022-06,choa chu kang,786,choa chu kang drive,3,2233.167236328125
2022-10,geylang,71,circuit road,2,2407.733154296875
2021-04,bishan,138,bishan street 12,4,2964.3359375
2023-07,ang mo kio,124,ang mo kio avenue 6,2,2419.03125
2023-02,choa chu kang,640,choa chu kang street 64,3,3394.84814453125
2023-02,sengkang,201d,compassvale drive,4,2938.971923828125
2021-04,ang mo kio,110,Ang Mo Kio Avenue 4,2,1799.204345703125
2023-07,yishun,273,Yishun Street 22,3,2415.171875
2022-10,sengkang,267b,compassvale link,3,2830.892333984375
2023-05,queenstown,167,stirling road,2,2286.55810546875
2021-04,hougang,981d,buangkok crescent,4,2200.7109375
2022-07,tampines,285,tampines street 22,2,1896.597900390625
2021-02,ang mo kio,710,ang mo kio avenue 8,4,2518.080810546875
2021-03,jurong east,206,Jurong East Street 21,2,1969.3160400390625
2021-09,choa chu kang,684b,Choa Chu Kang Crescent,3,2041.78271484375
2021-06,jurong west,670a,Jurong West Street 65,4,2274.9033203125
2021-08,tampines,810,Tampines Avenue 4,3,2346.933349609375
2022-11,sengkang,131,Rivervale Street,3,3466.200927734375
2022-03,queenstown,55,Strathmore Avenue,3,2620.563232421875
2021-01,bishan,455,sin ming avenue,3,2211.07177734375
2022-04,bukit panjang,518,Jelapang Road,4,2643.982421875
2022-05,ang mo kio,576,ang mo kio avenue 10,3,2527.99365234375
2023-07,sengkang,325b,sengkang east way,4,3388.794921875
2022-02,choa chu kang,346,choa chu kang loop,4,2049.5
2021-11,hougang,570,hougang street 51,3,2199.298583984375
2023-02,clementi,426,Clementi Avenue 3,2,2583.332763671875
2022-03,tampines,916,Tampines Street 91,3,2581.33154296875
2022-03,ang mo kio,472,ang mo kio avenue 10,3,2456.5068359375
2021-09,punggol,199d,punggol field,4,1992.904541015625
2021-08,choa chu kang,688c,choa chu kang crescent,4,2249.17919921875
2022-03,geylang,42,circuit road,3,2345.66650390625
2022-08,jurong west,187,boon lay avenue,2,2425.109375
2021-03,yishun,726,yishun street 71,3,2020.3133544921875
2021-02,bedok,18,bedok sth road,2,1836.2227783203125
2022-11,tampines,225,Tampines Street 23,2,3073.865234375
2023-05,tampines,418,Tampines Street 41,2,3006.54248046875
2022-09,tampines,803,tampines avenue 4,2,2978.2021484375
2022-01,ang mo kio,506,Ang Mo Kio Avenue 8,2,1933.0927734375
2021-12,geylang,95,old airport road,2,2025.731689453125
2022-06,bukit merah,70c,telok blangah hts,3,3194.796142578125
2022-05,bukit batok,308,Bukit Batok Street 31,3,2581.381591796875
2021-12,woodlands,27,marsiling drive,3,1860.0574951171875
2022-10,bukit panjang,652,senja link,4,2115.749267578125
2022-04,bishan,217,bishan street 23,3,2389.740966796875
2023-01,bukit batok,443b,bukit batok west avenue 8,4,3779.4873046875
2022-04,jurong east,304,jurong east street 32,2,2072.654052734375
2022-02,punggol,615c,edgefield plains,3,2047.17529296875
2021-12,bishan,262,Bishan Street 22,3,2521.56689453125
2021-04,kallang/whampoa,11,Upper Boon Keng Road,2,1978.4912109375
2021-05,pasir ris,468,Pasir Ris Drive 6,3,2109.607421875
2022-02,sengkang,435b,fernvale road,2,2203.134033203125
2022-02,sengkang,308c,Anchorvale Road,4,2608.389404296875
2022-06,bishan,119,Bishan Street 12,5,3336.546142578125
2022-06,bukit batok,451a,bukit batok west avenue 6,1,2019.8834228515625
2022-06,bedok,543,bedok north street 3,3,2569.58349609375
2021-04,ang mo kio,154,ang mo kio avenue 5,2,1904.1961669921875
2023-02,bukit panjang,129,Pending Road,5,3373.17626953125
2022-03,woodlands,19,marsiling lane,2,1836.1395263671875
2022-04,hougang,957,hougang street 91,4,2587.69775390625
2021-09,sengkang,271a,sengkang central,3,2370.80322265625
2022-06,choa chu kang,556,Choa Chu Kang North 6,5,2454.07080078125
2023-04,bukit merah,40,Telok Blangah Rise,3,3580.3837890625
2022-11,jurong west,465,jurong west street 41,3,2288.601318359375
2021-04,sengkang,472c,fernvale street,4,2036.646728515625
2022-06,jurong west,925,Jurong West Street 92,3,2443.409423828125
2021-07,kallang/whampoa,50,Dorset Road,3,2642.061279296875
2022-03,hougang,109,hougang avenue 1,2,1853.4447021484375
2022-05,jurong east,245,Jurong East Street 24,2,2051.34423828125
2022-08,ang mo kio,445,Ang Mo Kio Avenue 10,2,2554.13623046875
2021-11,bukit panjang,635a,Senja Road,3,2080.902099609375
2022-12,ang mo kio,648,ang mo kio avenue 5,4,3513.911865234375
2023-04,toa payoh,169,Lorong 1 Toa Payoh,2,3042.83203125
2023-02,hougang,304,Hougang Avenue 5,2,2483.164794921875
2022-10,pasir ris,238,Pasir Ris Street 21,5,3887.646484375
2021-07,clementi,715,Clementi West Street 2,2,1999.306884765625
2021-02,serangoon,201,serangoon central,2,2020.01953125
2022-11,ang mo kio,586,Ang Mo Kio Avenue 3,2,3196.739990234375
2022-04,hougang,838,Hougang Central,3,2507.100830078125
2022-09,sengkang,326c,Anchorvale Road,3,2119.099609375
2022-08,choa chu kang,166b,Teck Whye Crescent,1,1889.1846923828125
2021-06,yishun,348c,Yishun Avenue 11,3,2128.317138671875
2021-01,ang mo kio,128,Ang Mo Kio Avenue 3,2,1859.076171875
2023-06,bedok,136,bedok reservoir road,2,2811.714111328125
2022-12,hougang,18,Hougang Avenue 3,3,3600.61083984375
2021-07,kallang/whampoa,76,lorong limau,2,2027.6591796875
2021-10,toa payoh,214,lorong 8 toa payoh,3,2214.1865234375
2022-03,tampines,417,tampines street 41,2,2094.690673828125
2022-01,tampines,351,tampines street 33,3,2108.315673828125
2021-03,jurong west,688,Jurong West Central 1,4,2278.306396484375
2022-04,woodlands,536,woodlands drive 14,4,2960.505859375
2023-07,kallang/whampoa,48a,Dorset Road,4,3727.106201171875
2022-07,tampines,497b,Tampines Street 45,3,2821.24560546875
2021-12,punggol,293,punggol central,4,2298.7080078125
2022-03,bukit panjang,183,jelebu road,3,2404.594970703125
2022-09,jurong west,754,jurong west street 74,5,3860.385009765625
2021-04,jurong west,859,Jurong West Street 81,5,2536.626708984375
2022-07,woodlands,31,marsiling drive,2,1953.1099853515625
2023-04,sengkang,225c,compassvale walk,5,3926.54052734375
2023-04,toa payoh,91,lorong 3 toa payoh,2,2534.89453125
2021-01,sembawang,414,sembawang drive,4,2004.675537109375
2022-02,choa chu kang,606,choa chu kang street 62,5,2515.995361328125
2021-07,choa chu kang,789,choa chu kang north 6,3,2269.184326171875
2022-01,queenstown,168,Stirling Road,2,2067.281494140625
2021-01,clementi,506,west coast drive,2,1962.6292724609375
2022-04,tampines,159,Tampines Street 12,3,2638.734375
2021-04,sembawang,330,sembawang close,4,2100.242431640625
2023-06,bukit batok,275,bukit batok east avenue 4,2,1957.6737060546875
2023-01,queenstown,13,holland drive,3,2539.74658203125
2023-03,woodlands,608,Woodlands Ring Road,4,3650.450439453125
2023-04,sengkang,441c,fernvale road,3,3685.427978515625
2021-09,woodlands,37,marsiling drive,4,2176.557861328125
2021-05,ang mo kio,207,ang mo kio avenue 1,3,2537.626220703125
2022-06,sengkang,157c,Rivervale Crescent,4,3070.199951171875
2021-07,geylang,69,Circuit Road,2,2002.798583984375
2021-08,jurong west,209,boon lay place,2,1860.4287109375
2021-04,queenstown,58,strathmore avenue,4,2777.553955078125
2023-05,bedok,526,Bedok North Street 3,2,3075.072998046875
2023-01,hougang,704,hougang avenue 2,3,3056.915283203125
2022-06,queenstown,87,Commonwealth Close,2,2311.515869140625
2022-05,queenstown,41,holland drive,2,2314.9580078125
2023-03,toa payoh,215,lorong 8 toa payoh,4,3250.2236328125
2022-06,pasir ris,524b,Pasir Ris Street 51,3,2686.237548828125
2021-10,bukit merah,75c,Redhill Road,3,2851.275634765625
2023-03,punggol,645,punggol central,4,3050.1806640625
2022-05,yishun,147,yishun street 11,2,1664.28955078125
2022-03,kallang/whampoa,461,crawford lane,4,3537.129638671875
2021-10,woodlands,766,woodlands circle,3,2159.439697265625
2021-11,bukit merah,73a,Redhill Road,4,3134.583740234375
2022-10,woodlands,513,woodlands drive 14,3,2855.4140625
2021-11,bedok,128,bedok north street 2,2,1911.927978515625
2023-05,choa chu kang,343,choa chu kang loop,4,3938.422607421875
2023-07,bukit panjang,120,pending road,4,3397.7685546875
2022-12,choa chu kang,684d,choa chu kang crescent,4,2713.699951171875
2021-07,choa chu kang,306,choa chu kang avenue 4,3,2334.177978515625
2021-07,serangoon,201,Serangoon Central,3,2386.521484375
2021-06,kallang/whampoa,34,whampoa west,2,1988.96728515625
2023-06,woodlands,713,Woodlands Drive 70,4,3206.396728515625
2021-02,bukit merah,70a,telok blangah hts,2,2212.751953125
2021-08,hougang,945,Hougang Street 92,4,2848.7880859375
2023-07,woodlands,786d,woodlands drive 60,3,2844.380615234375
2021-09,choa chu kang,109,teck whye lane,5,2156.36279296875
2021-01,woodlands,428,woodlands street 41,3,2055.29345703125
2021-01,bukit batok,171,Bukit Batok West Avenue 8,3,2179.472412109375
2023-07,hougang,929,hougang street 91,4,3681.4423828125
2022-04,hougang,501,hougang avenue 8,3,2223.788818359375
2021-06,sengkang,472a,fernvale street,3,2384.215087890625
2022-02,jurong west,845,Jurong West Street 81,3,2235.632568359375
2022-04,clementi,704,West Coast Road,2,2245.446044921875
2022-08,tampines,907,Tampines Avenue 4,2,2124.956787109375
2021-05,central,672a,klang lane,4,2484.581298828125
2021-01,bukit panjang,602,senja road,3,2450.6669921875
2022-05,queenstown,157,Mei Ling Street,2,2272.62255859375
2022-03,yishun,103,yishun ring road,2,1678.9246826171875
2023-06,ang mo kio,343,ang mo kio avenue 3,2,3235.76953125
2023-07,ang mo kio,504,ang mo kio avenue 8,3,2865.96923828125
2021-02,clementi,303,clementi avenue 4,3,2416.28564453125
2023-07,bishan,159,Bishan Street 13,5,3338.647216796875
2023-06,punggol,202a,punggol field,4,2905.153076171875
2021-06,ang mo kio,558,Ang Mo Kio Avenue 10,2,1901.9140625
2022-12,bedok,542,Bedok North Street 3,2,2819.7265625
2021-09,geylang,125,geylang east avenue 1,3,2476.60400390625
2022-05,serangoon,230,serangoon avenue 4,3,2018.6273193359375
2023-06,jurong west,837,jurong west street 81,3,3038.651123046875
2023-04,bedok,742,bedok reservoir road,2,2761.107666015625
2023-01,jurong west,653c,jurong west street 61,4,3459.041259765625
2022-02,sembawang,504d,montreal drive,4,2053.821533203125
2021-02,jurong west,558,Jurong West Street 42,5,2415.444091796875
2021-09,choa chu kang,686a,Choa Chu Kang Crescent,4,2246.27880859375
2022-11,sengkang,469a,sengkang west way,4,3596.380615234375
2021-09,hougang,473d,upper serangoon crescent,4,2302.699951171875
2021-07,geylang,68,circuit road,1,1661.9517822265625
2023-01,bishan,228,Bishan Street 23,3,2748.104248046875
2022-02,ang mo kio,440,Ang Mo Kio Avenue 10,2,2010.9912109375
2023-03,geylang,42,Circuit Road,3,3291.169189453125
2021-03,bukit batok,305,Bukit Batok Street 31,2,1727.602783203125
2023-03,hougang,415,Hougang Avenue 10,2,2487.65478515625
2022-02,bukit merah,23,telok blangah crescent,3,2364.98974609375
2023-06,bedok,709,bedok reservoir road,2,2126.47705078125
2021-10,ang mo kio,445,Ang Mo Kio Avenue 10,2,1761.9146728515625
2022-07,bukit panjang,615,Bukit Panjang Ring Road,3,2677.54150390625
2022-05,bukit batok,345,bukit batok street 34,2,2027.83837890625
2022-03,bishan,188,Bishan Street 13,2,2146.971435546875
2022-12,toa payoh,235,lorong 8 toa payoh,2,2262.97314453125
2021-07,geylang,348,Ubi Avenue 1,3,2389.833740234375
2022-10,toa payoh,79e,toa payoh central,3,3837.708251953125
2021-06,bedok,539,Bedok North Street 3,2,1858.1285400390625
2021-06,sengkang,296a,compassvale crescent,3,2243.132568359375
2021-10,jurong east,226,jurong east street 21,4,2525.4755859375
2022-07,choa chu kang,627,Choa Chu Kang Street 62,3,2358.370849609375
2021-04,sengkang,406a,fernvale road,3,1976.7032470703125
2023-02,toa payoh,115,Lorong 1 Toa Payoh,2,2514.677734375
2022-05,punggol,103c,edgefield plains,4,2996.41455078125
2021-07,marine parade,66,Marine Drive,2,2026.697021484375
2021-10,hougang,511,Hougang Avenue 10,2,1989.917724609375
2022-03,ang mo kio,254,ang mo kio avenue 4,3,2612.755126953125
2021-07,serangoon,241,serangoon avenue 3,2,2100.35498046875
2023-03,jurong west,826,Jurong West Street 81,4,4415.43505859375
2021-05,bukit merah,88,Telok Blangah Hts,4,3079.253662109375
2021-01,sengkang,204d,compassvale drive,5,2517.46826171875
2021-11,bedok,536,bedok north street 3,2,1902.3121337890625
2023-06,toa payoh,27,toa payoh east,2,1926.0330810546875
2021-10,ang mo kio,649,ang mo kio avenue 5,2,2084.0166015625
2023-06,pasir ris,762,pasir ris street 71,4,3489.014892578125
2022-04,toa payoh,258,kim keat avenue,4,2506.14306640625
2021-11,bukit batok,115,bukit batok west avenue 6,4,2332.175537109375
2021-05,choa chu kang,691b,choa chu kang crescent,4,1944.371826171875
2022-06,punggol,166a,punggol central,4,2923.204345703125
2021-01,bukit batok,624,bukit batok central,3,2299.805419921875
2022-04,woodlands,892b,Woodlands Drive 50,4,2557.237060546875
2023-05,tampines,124,Simei Street 1,3,2868.6787109375
2023-06,hougang,641,Hougang Avenue 8,4,4179.3173828125
2021-06,punggol,166b,Punggol Central,4,2420.49462890625
2021-09,bedok,36,Bedok Sth Avenue 2,3,2422.62158203125
2021-05,yishun,835,yishun street 81,3,2031.2933349609375
2023-03,yishun,450,yishun ring road,3,2311.4814453125
2022-02,tampines,247,tampines street 21,3,2620.654541015625
2022-11,bukit batok,172,Bukit Batok West Avenue 8,4,3137.32421875
2021-06,kallang/whampoa,19,jalan tenteram,3,2396.89013671875
2022-05,pasir ris,267,pasir ris street 21,5,3187.40869140625
2023-04,sengkang,289a,Compassvale Crescent,3,3575.27001953125
2022-11,clementi,320,Clementi Avenue 4,2,2868.253173828125
2023-02,hougang,503,Hougang Avenue 8,3,2864.7158203125
2021-09,geylang,41,sims drive,2,2104.203369140625
2021-10,choa chu kang,486,choa chu kang avenue 5,3,2222.70751953125
2022-02,bukit panjang,544,jelapang road,5,2440.5478515625
2023-05,ang mo kio,624,Ang Mo Kio Avenue 4,2,2880.932373046875
2023-05,bedok,422,bedok north road,3,3469.280517578125
2023-07,toa payoh,79a,Toa Payoh Central,4,4979.14599609375
2022-03,ang mo kio,456,ang mo kio avenue 10,3,2215.9697265625
2023-05,jurong east,247,Jurong East Street 24,2,2872.53076171875
2023-06,jurong west,617,Jurong West Street 65,3,3672.079833984375
2021-04,bukit batok,211,bukit batok street 21,3,2131.373779296875
2022-10,sengkang,432b,Sengkang West Way,3,2703.112548828125
2021-12,hougang,987a,buangkok green,3,2119.198974609375
2023-05,punggol,233c,sumang lane,4,3535.94921875
2022-07,bukit batok,290g,bukit batok street 24,4,2737.613037109375
2021-04,queenstown,27,ghim moh link,2,2231.76318359375
2021-04,toa payoh,147,lorong 2 toa payoh,3,2711.455322265625
2023-07,tampines,247,Simei Street 5,3,3794.270263671875
2023-06,bukit panjang,532,jelapang road,5,3669.417724609375
2021-10,jurong west,686c,jurong west central 1,4,2577.111083984375
2023-05,punggol,138,Edgedale Plains,4,3615.62890625
2021-05,bishan,229,bishan street 23,3,3035.360595703125
