flat_type,floor_area_sqm,lease_commence_date,latitude,longitude,monthly_rent,year,month,resale_price_index,average_school_rank
3,96.0,1986,1.432120156,103.8391231,3400,2022,6,163.9,99.1
2,68.0,1981,1.362431864,103.8510307,1600,2021,2,142.2,108.625
3,92.0,2004,1.363939422,103.752556,2000,2023,2,173.6,97.66666666666667
5,162.0,1989,1.358355538,103.8303978,2400,2021,3,142.2,52.5
3,90.0,2006,1.385079303,103.8958527,2200,2022,4,163.9,104.75
4,134.0,1985,1.433454122,103.8389187,3550,2023,6,176.2,99.1
3,92.0,2014,1.399730675,103.9007321,2350,2021,6,146.4,101.58333333333333
2,67.0,1979,1.370055004,103.8548806,2000,2021,5,146.4,108.625
2,67.0,1985,1.350858597,103.7597611,3150,2023,2,173.6,97.66666666666667
2,60.0,1969,1.325410325,103.885651,3700,2023,5,176.2,82.28571428571429
4,113.0,2013,1.308635628,103.786332,3350,2021,6,146.4,71.2
3,104.0,1998,1.337165276,103.8572288,2600,2023,1,173.6,90.875
2,73.0,1983,1.346791006,103.940777,2850,2022,3,159.5,97.83333333333333
3,86.0,2006,1.334664095,103.8464514,2600,2021,2,142.2,90.875
3,93.0,2012,1.388176496,103.7706913,3450,2023,5,176.2,108.0
3,94.0,2018,1.391576541,103.8806973,2550,2022,11,171.9,104.75
3,93.0,2010,1.385455446,103.8944904,2450,2022,4,163.9,104.75
4,115.0,2002,1.441687759,103.8057888,3150,2022,2,159.5,109.63636363636364
2,68.0,1987,1.360664911,103.749321,2100,2022,8,168.1,97.66666666666667
2,65.0,1967,1.341552751,103.8463859,2300,2023,7,178.5,90.875
4,115.0,2000,1.344567771,103.7190189,2850,2021,12,155.7,91.46153846153847
5,142.0,1993,1.383941558,103.7464256,3450,2022,4,163.9,111.125
4,113.0,2003,1.379355256,103.7622965,3550,2022,8,168.1,108.0
3,93.0,2011,1.316996486,103.8977489,2850,2021,7,150.6,82.28571428571429
2,56.0,1973,1.299106097,103.7995619,1900,2021,6,146.4,71.2
4,137.0,1993,1.371668683,103.9617637,4000,2022,12,171.9,120.85714285714286
3,94.0,2013,1.290066863,103.8292459,3700,2022,2,159.5,108.375
2,67.0,1984,1.434997589,103.8311248,2000,2021,11,155.7,99.1
3,93.0,2016,1.405761701,103.90884,4200,2023,4,176.2,101.58333333333333
3,90.0,2004,1.443584175,103.8084073,2950,2023,4,176.2,109.63636363636364
4,111.0,2002,1.391734219,103.8854978,2750,2021,11,155.7,104.75
1,38.0,2018,1.391007457,103.8796067,2300,2022,5,163.9,104.75
5,142.0,1988,1.41519093,103.8329017,3150,2023,3,173.6,99.1
3,94.0,1999,1.388096407,103.9027208,2350,2021,12,155.7,104.75
4,121.0,1998,1.343157,103.7558623,2950,2021,8,150.6,97.66666666666667
4,110.0,2000,1.39338846,103.8980814,2600,2021,5,146.4,104.75
2,59.0,1976,1.270379512,103.823236,2400,2022,8,168.1,108.375
3,93.0,2017,1.390070297,103.9072732,1250,2021,1,142.2,104.75
3,104.0,1988,1.331546892,103.8570174,2600,2021,7,150.6,90.875
5,148.0,1993,1.369425986,103.9613889,2600,2021,2,142.2,120.85714285714286
3,83.0,2016,1.29579395,103.8092648,4700,2023,3,173.6,71.2
2,59.0,1978,1.331640712,103.9311677,1900,2022,4,163.9,96.45454545454545
3,104.0,1992,1.374536538,103.8745964,2900,2022,2,159.5,69.0
2,73.0,1984,1.350197401,103.9394071,1750,2021,1,142.2,97.83333333333333
3,99.0,1997,1.356557204,103.93716,3900,2023,6,176.2,97.83333333333333
2,67.0,1979,1.313292771,103.762553,2750,2023,1,173.6,75.25
2,74.0,1984,1.320586095,103.862002,3900,2023,6,176.2,74.33333333333333
4,134.0,1984,1.347495105,103.9407628,2600,2022,12,171.9,97.83333333333333
4,110.0,2002,1.336891377,103.6966388,2400,2021,2,142.2,91.46153846153847
4,120.0,1999,1.390900096,103.8995365,3150,2023,2,173.6,104.75
4,121.0,1999,1.43558818,103.8023676,1600,2022,8,168.1,109.63636363636364
3,91.0,1980,1.336636818,103.9189953,2700,2023,1,173.6,96.45454545454545
4,118.0,1981,1.30360871,103.7633591,2600,2022,3,159.5,75.25
2,68.0,1988,1.364851719,103.7458146,1900,2023,7,178.5,97.66666666666667
2,66.0,1970,1.336283329,103.859027,2000,2021,7,150.6,90.875
4,128.0,1996,1.328616336,103.7216514,2600,2022,1,159.5,91.46153846153847
3,102.0,1998,1.446823183,103.7965421,2400,2023,6,176.2,109.63636363636364
4,112.0,2000,1.336582219,103.9367073,3350,2023,7,178.5,96.45454545454545
2,67.0,1980,1.370816268,103.8591923,1600,2021,2,142.2,108.625
2,65.0,1975,1.309352847,103.7948733,3550,2023,6,176.2,71.2
4,123.0,1997,1.294524989,103.8087559,4000,2023,2,173.6,71.2
3,92.0,1978,1.274506393,103.8105355,3150,2021,7,150.6,108.375
4,118.0,1981,1.313541965,103.8954818,2750,2021,12,155.7,82.28571428571429
2,67.0,1979,1.317908526,103.7709344,2300,2021,2,142.2,75.25
4,110.0,2003,1.394956962,103.9096342,2100,2022,11,171.9,101.58333333333333
3,100.0,1998,1.340111291,103.6973881,2300,2021,8,150.6,91.46153846153847
3,91.0,2001,1.340784384,103.6978761,2100,2021,11,155.7,91.46153846153847
2,60.0,1967,1.338974038,103.8490021,1150,2022,1,159.5,90.875
3,102.0,1997,1.334327797,103.8544908,2500,2021,6,146.4,90.875
2,82.0,1978,1.314568897,103.7616126,1700,2022,8,168.1,75.25
4,110.0,2005,1.384962863,103.898228,2100,2021,9,150.6,104.75
2,67.0,1985,1.347192811,103.7522173,2250,2023,5,176.2,97.66666666666667
2,67.0,2014,1.394468148,103.8735067,3400,2023,5,176.2,104.75
3,93.0,1985,1.369848376,103.8594041,2950,2023,6,176.2,108.625
2,70.0,1978,1.327914779,103.9421444,1900,2022,2,159.5,96.45454545454545
4,125.0,1994,1.394026269,103.7441211,2500,2021,9,150.6,111.125
4,112.0,2018,1.419999161,103.8419991,2100,2021,2,142.2,99.1
2,64.0,1988,1.348142648,103.8539118,2100,2022,2,159.5,52.5
3,95.0,2012,1.305689258,103.782346,4000,2023,2,173.6,71.2
4,110.0,2004,1.399331482,103.903712,2100,2021,11,155.7,101.58333333333333
2,68.0,1984,1.34719233,103.938014,1700,2021,3,142.2,97.83333333333333
5,144.0,1999,1.403336108,103.7451317,3800,2022,9,168.1,111.125
3,87.0,1976,1.302670233,103.9090404,2800,2021,11,155.7,77.33333333333333
2,67.0,1978,1.319350264,103.9436324,2200,2022,9,168.1,96.45454545454545
3,104.0,1987,1.359811956,103.9465495,1900,2021,5,146.4,97.83333333333333
4,123.0,1993,1.425531445,103.8469619,2100,2021,11,155.7,99.1
2,59.0,1976,1.274361964,103.822184,2200,2021,6,146.4,108.375
4,124.0,1993,1.383417501,103.7456863,2950,2021,12,155.7,111.125
3,104.0,1993,1.382645438,103.7435611,2250,2023,3,173.6,111.125
3,90.0,2006,1.281568739,103.8077317,2500,2021,6,146.4,108.375
3,94.0,1982,1.337803821,103.7419978,4050,2022,11,171.9,129.5
5,147.0,1996,1.398435726,103.7438196,2200,2021,4,146.4,111.125
3,92.0,1978,1.369089458,103.8534215,2300,2021,7,150.6,108.625
2,60.0,1979,1.305391507,103.8632222,2950,2023,6,176.2,74.33333333333333
2,67.0,1978,1.328617198,103.9377871,2500,2023,4,176.2,96.45454545454545
4,122.0,1988,1.348148616,103.9556484,4200,2022,10,171.9,97.83333333333333
2,67.0,1978,1.370188607,103.8434132,1700,2021,3,142.2,108.625
2,74.0,1979,1.365384226,103.852967,1850,2022,4,163.9,108.625
5,149.0,1995,1.347137632,103.7585272,2950,2021,6,146.4,97.66666666666667
2,66.0,1974,1.349127041,103.713021,2500,2022,4,163.9,91.46153846153847
3,84.0,1987,1.335769298,103.9127796,2600,2021,3,142.2,96.45454545454545
2,72.0,1984,1.357561514,103.8706103,2350,2021,6,146.4,69.0
2,60.0,1970,1.290732462,103.8038469,2000,2021,3,142.2,71.2
4,129.0,1996,1.346591667,103.6924742,2750,2022,4,163.9,91.46153846153847
3,95.0,2004,1.389064942,103.8771519,2300,2021,10,155.7,104.75
2,68.0,1979,1.327744679,103.9288744,1800,2021,12,155.7,96.45454545454545
3,91.0,1998,1.433425961,103.7988617,3350,2023,4,176.2,109.63636363636364
2,73.0,1988,1.378381818,103.7693595,1800,2023,6,176.2,108.0
3,112.0,1993,1.379202527,103.7394381,2000,2021,3,142.2,111.125
4,121.0,2000,1.362681957,103.8903913,3050,2023,7,178.5,86.11111111111111
5,142.0,1992,1.371949148,103.9588404,2100,2023,2,173.6,120.85714285714286
4,110.0,2000,1.393803927,103.9058103,1600,2021,3,142.2,104.75
2,67.0,1979,1.366980045,103.8557181,1800,2021,5,146.4,108.625
4,111.0,2002,1.336679135,103.6983332,2500,2021,7,150.6,91.46153846153847
3,84.0,1987,1.417427227,103.8315889,2850,2021,11,155.7,99.1
4,110.0,2002,1.449712836,103.8248907,2600,2021,12,155.7,97.83333333333333
4,110.0,2003,1.39410055,103.9113562,1900,2022,3,159.5,101.58333333333333
2,65.0,1974,1.323537807,103.8691478,1950,2021,1,142.2,74.33333333333333
2,67.0,1979,1.317702812,103.7690767,1700,2022,2,159.5,75.25
3,90.0,2003,1.285570416,103.8262762,3000,2021,9,150.6,108.375
5,142.0,1998,1.380910277,103.7569258,3700,2023,5,176.2,111.125
3,93.0,2004,1.388318481,103.8729357,1750,2021,6,146.4,104.75
2,74.0,1987,1.376334012,103.8873989,2400,2023,5,176.2,86.11111111111111
4,122.0,1998,1.434127706,103.8006171,2600,2022,1,159.5,109.63636363636364
3,90.0,1998,1.341061857,103.7479644,2300,2021,2,142.2,129.5
2,56.0,1969,1.308404778,103.8873475,2950,2022,12,171.9,82.28571428571429
2,64.0,1985,1.43352113,103.8406271,1600,2021,9,150.6,99.1
3,106.0,1984,1.353264077,103.9481148,2150,2022,1,159.5,97.83333333333333
4,110.0,2008,1.300727923,103.7994173,2950,2023,3,173.6,71.2
2,74.0,1984,1.333690127,103.8688106,2400,2021,3,142.2,90.875
3,86.0,2001,1.452909954,103.816973,1850,2021,7,150.6,97.83333333333333
2,74.0,1985,1.352703789,103.9364485,3550,2022,9,168.1,97.83333333333333
4,108.0,2014,1.356207821,103.939594,2500,2021,10,155.7,97.83333333333333
3,101.0,1998,1.437414045,103.7982576,2600,2022,12,171.9,109.63636363636364
4,110.0,2001,1.389001211,103.8927633,2500,2021,11,155.7,104.75
2,65.0,1968,1.339563017,103.8448936,2600,2023,7,178.5,90.875
3,91.0,1974,1.321556727,103.8556661,3700,2023,4,176.2,74.33333333333333
4,111.0,2000,1.342920389,103.7041688,2950,2022,9,168.1,91.46153846153847
3,85.0,2002,1.309037039,103.8528477,3150,2023,6,176.2,59.0
4,121.0,1985,1.434912007,103.8372004,2500,2021,11,155.7,99.1
3,92.0,2004,1.366316899,103.7522876,2050,2022,1,159.5,97.66666666666667
2,73.0,1984,1.432557372,103.8307841,1700,2022,9,168.1,99.1
5,146.0,1986,1.3539224,103.7511414,2300,2023,2,173.6,97.66666666666667
4,122.0,1997,1.340236567,103.7208852,2750,2021,6,146.4,91.46153846153847
4,110.0,2003,1.40067816,103.7513772,3000,2022,5,163.9,111.125
3,91.0,2002,1.372051233,103.8505458,4200,2023,2,173.6,108.625
3,104.0,1988,1.426937264,103.8485532,2300,2023,7,178.5,99.1
2,74.0,1983,1.350139886,103.7299366,2600,2022,3,159.5,129.5
4,123.0,1999,1.314481097,103.870458,4850,2023,2,173.6,74.33333333333333
2,60.0,1981,1.30458619,103.8608408,3550,2022,10,171.9,74.33333333333333
3,104.0,1988,1.341347247,103.9513551,2400,2021,3,142.2,97.83333333333333
2,65.0,1975,1.306117813,103.914026,1900,2021,3,142.2,77.33333333333333
1,47.0,2018,1.401664219,103.8918973,650,2022,10,171.9,101.58333333333333
4,110.0,2001,1.39443376,103.895864,3150,2022,4,163.9,104.75
2,67.0,1970,1.29361494,103.8037425,1900,2021,10,155.7,71.2
3,87.0,2013,1.323680649,103.7391562,3450,2022,3,159.5,129.5
2,76.0,1977,1.323526782,103.9364239,1750,2021,8,150.6,96.45454545454545
4,118.0,2001,1.451141484,103.8136298,1900,2021,5,146.4,97.83333333333333
3,105.0,1992,1.372356451,103.8949681,2850,2023,4,176.2,86.11111111111111
4,110.0,2003,1.27447616,103.8400703,3850,2021,12,155.7,108.375
3,106.0,1993,1.343744024,103.6943573,2100,2022,6,163.9,91.46153846153847
2,70.0,1987,1.37310428,103.890062,3400,2023,2,173.6,86.11111111111111
5,149.0,1995,1.376245278,103.9432648,2850,2021,10,155.7,120.85714285714286
2,82.0,1981,1.361670308,103.8519555,2100,2021,3,142.2,108.625
3,92.0,2012,1.404309717,103.9074126,2250,2021,12,155.7,101.58333333333333
2,65.0,1982,1.324078086,103.9347006,2400,2023,3,173.6,96.45454545454545
3,101.0,1998,1.435426092,103.7969988,2100,2021,11,155.7,109.63636363636364
2,68.0,1979,1.322188988,103.871612,2100,2021,2,142.2,74.33333333333333
4,127.0,1995,1.389594981,103.743248,3150,2023,3,173.6,111.125
3,91.0,1981,1.303153603,103.7619437,2500,2023,3,173.6,75.25
3,92.0,1979,1.323748602,103.8702439,2100,2021,12,155.7,74.33333333333333
2,59.0,1978,1.347251003,103.7100145,2850,2022,6,163.9,91.46153846153847
1,48.0,1971,1.288114518,103.8290403,2850,2022,9,168.1,108.375
4,133.0,1996,1.331867986,103.9075739,2750,2021,8,150.6,96.45454545454545
4,124.0,1996,1.357928016,103.9530208,2200,2021,7,150.6,97.83333333333333
3,92.0,2012,1.31459901,103.7648138,3000,2021,2,142.2,75.25
3,86.0,2000,1.341831445,103.7028808,2000,2021,1,142.2,91.46153846153847
3,104.0,1985,1.370973875,103.8859251,2600,2022,7,168.1,86.11111111111111
4,119.0,1979,1.361017656,103.8553876,2200,2022,3,159.5,108.625
3,92.0,2013,1.30887985,103.7848029,2950,2021,4,146.4,71.2
3,92.0,1984,1.428375953,103.8341135,4200,2023,1,173.6,99.1
4,124.0,1999,1.333570575,103.8457238,3350,2021,5,146.4,90.875
4,114.0,1976,1.314477856,103.8510724,4100,2022,10,171.9,74.33333333333333
2,66.0,1982,1.3528738,103.8887659,1150,2021,10,155.7,86.11111111111111
5,141.0,1999,1.401242739,103.7493942,1900,2021,3,142.2,111.125
3,104.0,1992,1.356934396,103.8845125,3550,2022,4,163.9,86.11111111111111
3,104.0,1989,1.345150482,103.9587198,4000,2023,5,176.2,97.83333333333333
3,104.0,1989,1.345530161,103.9592488,1550,2022,7,168.1,97.83333333333333
3,93.0,2016,1.396742166,103.8953316,2850,2022,10,171.9,104.75
3,91.0,1980,1.381041348,103.8351317,2550,2022,2,159.5,108.625
4,110.0,2008,1.345352692,103.70496,3250,2022,9,168.1,91.46153846153847
5,142.0,1993,1.330683729,103.904877,2500,2021,4,146.4,96.45454545454545
2,82.0,1985,1.351073291,103.9450039,2200,2023,3,173.6,97.83333333333333
4,131.0,1986,1.437095581,103.8327775,3050,2022,6,163.9,99.1
4,110.0,2000,1.431544558,103.7961524,3700,2022,11,171.9,109.63636363636364
3,93.0,2012,1.404938584,103.9081572,2100,2021,6,146.4,101.58333333333333
4,121.0,1987,1.419709567,103.8334482,2700,2022,3,159.5,99.1
2,67.0,1980,1.38020079,103.8357557,2400,2023,1,173.6,108.625
3,115.0,1992,1.361923241,103.8429992,3550,2022,5,163.9,52.5
4,110.0,2001,1.450119489,103.8235917,1700,2022,12,171.9,97.83333333333333
4,112.0,2000,1.336582219,103.9367073,2400,2022,4,163.9,96.45454545454545
3,100.0,1998,1.339487653,103.7462264,2950,2021,9,150.6,129.5
2,67.0,1979,1.313292771,103.762553,2100,2021,3,142.2,75.25
4,110.0,2002,1.336642207,103.6979897,2400,2021,10,155.7,91.46153846153847
3,76.0,2009,1.334727136,103.849823,3000,2023,2,173.6,90.875
2,68.0,1980,1.333580162,103.9242187,1900,2022,3,159.5,96.45454545454545
2,64.0,1988,1.362164728,103.7476281,2850,2023,5,176.2,97.66666666666667
4,123.0,1999,1.388664288,103.9007537,3700,2023,3,173.6,104.75
3,91.0,1984,1.340332412,103.737928,4400,2023,7,178.5,129.5
2,74.0,1987,1.376492074,103.8857719,1600,2021,6,146.4,86.11111111111111
5,141.0,1999,1.436497056,103.8023006,1700,2021,1,142.2,109.63636363636364
2,68.0,1980,1.366201041,103.857201,1700,2021,11,155.7,108.625
2,86.0,1979,1.319009211,103.7474331,2000,2022,2,159.5,129.5
2,67.0,1980,1.32105185,103.7669104,1750,2021,1,142.2,75.25
2,60.0,2009,1.28209884,103.8252028,3750,2022,11,171.9,108.375
4,122.0,1998,1.434773165,103.7999448,2750,2021,12,155.7,109.63636363636364
2,60.0,2008,1.301200354,103.7989219,3350,2022,11,171.9,71.2
3,103.0,1997,1.444356965,103.7991197,2800,2021,12,155.7,109.63636363636364
4,110.0,2003,1.396604861,103.9083441,1850,2023,3,173.6,101.58333333333333
3,93.0,1985,1.430661919,103.8373343,2100,2022,3,159.5,99.1
3,105.0,1989,1.373485771,103.9567606,4000,2023,4,176.2,120.85714285714286
3,91.0,1986,1.367595486,103.8709178,2550,2021,9,150.6,69.0
2,67.0,1980,1.318100065,103.7666926,3150,2023,2,173.6,75.25
2,72.0,1985,1.306588502,103.8552187,2500,2022,2,159.5,59.0
3,92.0,1978,1.332980717,103.932599,2550,2021,5,146.4,96.45454545454545
4,110.0,2001,1.449399859,103.815132,1700,2021,2,142.2,97.83333333333333
2,64.0,1986,1.363453206,103.8342146,2400,2021,10,155.7,52.5
3,84.0,1988,1.344585551,103.9513156,2400,2021,12,155.7,97.83333333333333
2,67.0,1978,1.312079689,103.7608021,1750,2021,2,142.2,75.25
3,91.0,2001,1.3872799,103.7643011,3550,2023,7,178.5,108.0
2,64.0,1969,1.288746037,103.8288242,3800,2023,7,178.5,108.375
4,110.0,2003,1.400647082,103.9060066,2200,2023,2,173.6,101.58333333333333
4,120.0,1982,1.33668715,103.7380592,3800,2023,7,178.5,129.5
4,127.0,1993,1.374721,103.9616719,2200,2021,7,150.6,120.85714285714286
3,82.0,1976,1.341773107,103.8560398,2000,2021,3,142.2,90.875
1,43.0,1970,1.289442681,103.8262014,2500,2023,6,176.2,108.375
3,93.0,2011,1.277449094,103.8416667,4000,2022,2,159.5,59.0
4,123.0,1999,1.403043344,103.7455898,1800,2022,5,163.9,111.125
5,149.0,1993,1.370694787,103.961797,2300,2021,5,146.4,120.85714285714286
2,67.0,1978,1.334355934,103.9390327,2750,2022,5,163.9,96.45454545454545
2,68.0,1984,1.349668909,103.7440835,1700,2022,11,171.9,97.66666666666667
3,100.0,1999,1.389900441,103.9060703,2850,2022,4,163.9,104.75
4,130.0,1989,1.323664834,103.9116192,2750,2021,7,150.6,96.45454545454545
3,91.0,2006,1.334546832,103.8450777,3150,2023,3,173.6,90.875
2,66.0,1981,1.324715797,103.8577529,2750,2022,7,168.1,74.33333333333333
2,70.0,1976,1.272397327,103.8208327,2750,2023,2,173.6,108.375
4,110.0,2004,1.396973051,103.9104245,4000,2023,5,176.2,101.58333333333333
5,130.0,2000,1.342849657,103.7028043,4550,2023,2,173.6,91.46153846153847
2,74.0,1984,1.348329155,103.9484307,3700,2022,12,171.9,97.83333333333333
4,121.0,1985,1.354017993,103.952704,3350,2022,11,171.9,97.83333333333333
3,91.0,2003,1.306930308,103.8617149,2500,2021,9,150.6,74.33333333333333
2,73.0,1985,1.351055493,103.7570803,2000,2023,2,173.6,97.66666666666667
2,64.0,1985,1.345894936,103.8473653,1800,2021,12,155.7,52.5
3,113.0,1989,1.371105219,103.9548768,1900,2021,4,146.4,120.85714285714286
2,73.0,1984,1.351429752,103.7460307,1900,2023,1,173.6,97.66666666666667
2,67.0,1984,1.43352897,103.8301488,1750,2022,2,159.5,99.1
3,90.0,2005,1.388268533,103.8752721,1900,2021,8,150.6,104.75
3,84.0,1989,1.439232688,103.7886999,2350,2022,8,168.1,109.63636363636364
4,115.0,2001,1.337935868,103.7005865,2950,2023,3,173.6,91.46153846153847
3,92.0,1985,1.32968233,103.885408,2300,2021,7,150.6,82.28571428571429
3,90.0,2008,1.301200354,103.7989219,3250,2021,3,142.2,71.2
2,60.0,1985,1.358780925,103.9472759,1750,2021,12,155.7,97.83333333333333
2,76.0,1975,1.304222795,103.911164,2600,2022,5,163.9,77.33333333333333
4,123.0,1993,1.360400473,103.9500341,2750,2022,5,163.9,97.83333333333333
3,92.0,1979,1.370258361,103.855969,2300,2021,1,142.2,108.625
1,43.0,1967,1.337029296,103.8503828,1250,2021,2,142.2,90.875
2,65.0,1975,1.276631523,103.8208971,1900,2021,2,142.2,108.375
3,87.0,2010,1.325531755,103.9338545,2950,2022,11,171.9,96.45454545454545
2,68.0,1980,1.313262238,103.7649742,2200,2021,5,146.4,75.25
2,64.0,1988,1.347952325,103.7579628,1900,2022,11,171.9,97.66666666666667
4,121.0,1989,1.344025661,103.6974782,2750,2022,1,159.5,91.46153846153847
2,67.0,1978,1.328321333,103.9365822,2100,2021,3,142.2,96.45454545454545
2,65.0,1975,1.277060448,103.8207621,3150,2022,5,163.9,108.375
3,88.0,1975,1.315873249,103.8712962,1900,2021,12,155.7,74.33333333333333
4,110.0,2002,1.336642549,103.6972028,4100,2022,11,171.9,91.46153846153847
2,74.0,1988,1.416451295,103.8367411,1800,2021,8,150.6,99.1
4,110.0,2001,1.342251668,103.6978706,2850,2021,2,142.2,91.46153846153847
2,53.0,1969,1.289229289,103.8091934,2600,2023,1,173.6,108.375
5,142.0,1993,1.33105257,103.904387,2500,2021,4,146.4,96.45454545454545
2,71.0,1972,1.318307537,103.8629219,3350,2023,6,176.2,74.33333333333333
4,121.0,1996,1.444929965,103.7922738,3850,2023,1,173.6,109.63636363636364
3,90.0,2006,1.455952918,103.8135475,2900,2022,10,171.9,97.83333333333333
2,74.0,1987,1.373379374,103.8823883,3050,2023,6,176.2,86.11111111111111
4,111.0,2002,1.347494155,103.7079409,3150,2022,9,168.1,91.46153846153847
4,110.0,2006,1.383601147,103.8959425,2100,2021,1,142.2,104.75
2,75.0,1984,1.349808323,103.949578,3050,2023,4,176.2,97.83333333333333
5,148.0,1995,1.374555838,103.946879,1800,2022,5,163.9,120.85714285714286
3,99.0,1983,1.338894938,103.7385551,2100,2022,5,163.9,129.5
3,86.0,2015,1.371140539,103.9498505,3350,2022,8,168.1,120.85714285714286
1,49.0,1970,1.287904618,103.8321977,1700,2021,11,155.7,108.375
4,120.0,1987,1.372831898,103.8812473,2000,2021,5,146.4,86.11111111111111
4,112.0,2016,1.407761431,103.900999,2750,2021,12,155.7,101.58333333333333
4,110.0,2001,1.392934744,103.8969182,2150,2021,7,150.6,104.75
1,47.0,2014,1.348793505,103.7084177,2000,2021,4,146.4,91.46153846153847
2,67.0,1983,1.338894938,103.7385551,3500,2023,6,176.2,129.5
3,82.0,1977,1.309143844,103.7884199,2600,2021,12,155.7,71.2
2,65.0,1983,1.283527552,103.82083,2300,2021,3,142.2,108.375
3,92.0,1978,1.314419826,103.7666135,3350,2022,1,159.5,75.25
3,84.0,1996,1.426982924,103.7725785,2200,2021,2,142.2,109.63636363636364
4,137.0,1993,1.371668683,103.9617637,2300,2021,9,150.6,120.85714285714286
2,65.0,1977,1.30581076,103.8574796,2300,2021,10,155.7,59.0
3,103.0,1989,1.365487831,103.9552734,3150,2022,10,171.9,120.85714285714286
3,103.0,1986,1.314458536,103.8560192,2350,2021,5,146.4,74.33333333333333
4,110.0,2000,1.386294266,103.9053807,1900,2022,3,159.5,104.75
3,104.0,1988,1.342237957,103.6887377,2750,2023,4,176.2,91.46153846153847
2,73.0,1988,1.378803995,103.7679688,2500,2021,9,150.6,108.0
3,92.0,2015,1.37814544,103.9017673,2600,2021,9,150.6,86.11111111111111
3,93.0,2011,1.277449094,103.8416667,3350,2021,9,150.6,59.0
3,105.0,1997,1.335765023,103.8468026,2500,2021,4,146.4,90.875
3,100.0,2001,1.283246503,103.8278547,4200,2022,11,171.9,108.375
4,110.0,2004,1.394977318,103.9127175,2500,2022,1,159.5,101.58333333333333
3,90.0,2008,1.300727923,103.7994173,4400,2022,9,168.1,71.2
4,111.0,2004,1.443281519,103.8072938,2400,2022,4,163.9,109.63636363636364
3,102.0,1998,1.344210302,103.7592055,2500,2021,8,150.6,97.66666666666667
3,90.0,2000,1.451549632,103.8169317,1800,2021,4,146.4,97.83333333333333
2,65.0,1973,1.35518697,103.836338,3800,2022,10,171.9,52.5
3,104.0,1989,1.349006479,103.7517067,2350,2023,1,173.6,97.66666666666667
2,69.0,1985,1.350623615,103.75933,1800,2022,3,159.5,97.66666666666667
3,84.0,1986,1.434821388,103.8293478,2600,2022,9,168.1,99.1
3,105.0,1996,1.432846021,103.7845506,2400,2021,4,146.4,109.63636363636364
4,122.0,1997,1.444867758,103.8011737,2100,2022,1,159.5,109.63636363636364
3,87.0,1974,1.324487374,103.8663682,2200,2021,9,150.6,74.33333333333333
3,102.0,2001,1.451141484,103.8136298,1800,2021,8,150.6,97.83333333333333
4,123.0,1993,1.331273948,103.9061715,4000,2022,11,171.9,96.45454545454545
3,90.0,2003,1.321027128,103.7395144,2200,2021,4,146.4,129.5
2,67.0,1978,1.312511993,103.7632688,2100,2022,2,159.5,75.25
3,104.0,1985,1.348222309,103.7471885,2400,2021,9,150.6,97.66666666666667
3,84.0,1985,1.32690473,103.9039977,3350,2022,12,171.9,82.28571428571429
2,65.0,1974,1.31423937,103.870914,2000,2022,12,171.9,74.33333333333333
3,94.0,2012,1.39121766,103.8735532,3450,2022,6,163.9,104.75
2,67.0,1979,1.370055004,103.8548806,2750,2021,4,146.4,108.625
2,73.0,1977,1.322831737,103.9328522,2200,2022,3,159.5,96.45454545454545
3,103.0,1989,1.371847269,103.9573733,2100,2023,1,173.6,120.85714285714286
2,73.0,1978,1.367421125,103.8459036,2050,2022,8,168.1,108.625
3,100.0,1997,1.377556512,103.8875557,2100,2021,11,155.7,86.11111111111111
3,91.0,2006,1.334167085,103.8458911,2750,2022,11,171.9,90.875
4,129.0,1995,1.336828968,103.7211176,2200,2021,1,142.2,91.46153846153847
3,101.0,1998,1.340728859,103.7467812,4000,2023,5,176.2,129.5
2,67.0,1979,1.370055004,103.8548806,2200,2022,8,168.1,108.625
3,104.0,1984,1.349831891,103.9395686,2250,2021,3,142.2,97.83333333333333
4,120.0,1998,1.376071454,103.8809244,2000,2023,6,176.2,86.11111111111111
3,92.0,2009,1.394227136,103.9149774,3700,2023,6,176.2,101.58333333333333
2,67.0,1978,1.321397663,103.9397304,2600,2021,12,155.7,96.45454545454545
3,91.0,1985,1.369433518,103.8705114,2400,2022,5,163.9,69.0
4,115.0,2001,1.286857679,103.8328459,4200,2023,1,173.6,108.375
2,67.0,1978,1.31535007,103.7708614,2750,2022,9,168.1,75.25
5,143.0,1992,1.380027211,103.8894963,2400,2021,12,155.7,86.11111111111111
3,91.0,2006,1.334546832,103.8450777,2750,2021,12,155.7,90.875
3,90.0,2009,1.38414099,103.8944433,2750,2022,10,171.9,104.75
3,85.0,2001,1.387597938,103.8902203,2200,2021,12,155.7,104.75
3,92.0,2013,1.377118235,103.7375586,2400,2022,1,159.5,111.125
2,60.0,1986,1.299009418,103.8522849,3450,2023,6,176.2,59.0
5,131.0,2000,1.393250113,103.8998227,2200,2021,8,150.6,104.75
2,67.0,1983,1.338669111,103.7402925,1850,2023,7,178.5,129.5
5,147.0,1992,1.370397646,103.9508603,1650,2021,9,150.6,120.85714285714286
2,65.0,1976,1.337571873,103.8588439,2950,2023,4,176.2,90.875
4,112.0,2003,1.396185406,103.9105619,2100,2022,9,168.1,101.58333333333333
5,128.0,2002,1.391734219,103.8854978,2500,2022,5,163.9,104.75
